Back - Lat.Dorsi/Rhomboids,One Arm Dumbbell Row,Beginner,u,p,f,m
Back - Lat.Dorsi/Rhomboids,Reverse Incline Dumbbell Row,Advanced,u,p,f,m
Back - Lat.Dorsi/Rhomboids,Rope Cable Row,Intermediate,u,p,c,m
Back - Lat.Dorsi/Rhomboids,Seated Cable Row,Beginner,u,p,c,m
Back - Lat.Dorsi/Rhomboids,Seated Row,Beginner,u,p,c,m
Back - Lat.Dorsi/Rhomboids,Single-Arm Cable Row,Intermediate,u,p,c,m
Back - Lat.Dorsi/Rhomboids,Single-Arm Dumbbell Row,Beginner,u,p,f,m
Back - Lat.Dorsi/Rhomboids,Single-Arm Lat Pulldown,Intermediate,u,p,c,m
Back - Lat.Dorsi/Rhomboids,Standing Cable Row,Beginner,u,p,c,m
Back - Lat.Dorsi/Rhomboids,Standing Single-Arm Cable Row,Intermediate,u,p,c,m
Biceps,Alternating Dumbbell Curl,Beginner,u,p,f,s
Biceps,Alternating Hammer Curl,Beginner,u,p,f,s
Biceps,Barbell Curl,Beginner,u,p,f,s
Biceps,Bicep Curl,Beginner,u,p,f,s
Biceps,Bottom/Top/Full Curls,Advanced,u,p,f,s
Biceps,Cable Curl,Intermediate,u,p,c,s
Biceps,Concentration Dumbbell Curl,Intermediate,u,p,f,s
Biceps,Cross Body Hammer Curl,Advanced,u,p,f,s
Biceps,Dumbbell Curl,Beginner,u,p,f,s
Biceps,EZ-Bar Curl,Intermediate,u,p,f,s
Biceps,Hammer Curl,Beginner,u,p,f,s
Biceps,Incline Alternating Dumbbell Curl,Advanced,u,p,f,s
Biceps,Incline Alternating Hammer Curl,Advanced,u,p,f,s
Biceps,Incline Dumbbell Curl,Advanced,u,p,f,s
Biceps,Incline Hammer Curl,Advanced,u,p,f,s
Biceps,Kneeling Cable Curl,Beginner,u,p,c,s
Biceps,Lying Cable Curl,Intermediate,u,p,c,s
Biceps,Lying Double Biceps Cable Curl,Intermediate,u,p,c,s
Biceps,Lying High Cable Curl,Advanced,u,p,c,s
Biceps,Machine Curl,Beginner,u,p,m,s
Biceps,Overhead Double Biceps Cable Curl,Advanced,u,p,c,s
Biceps,Overhead Rope Cable Curl,Advanced,u,p,c,s
Biceps,Preacher Barbell Curl,Advanced,u,p,f,s
Biceps,Preacher Cable Curl,Advanced,u,p,c,s
Biceps,Preacher Dumbbell Curl,Intermediate,u,p,f,s
Biceps,Preacher EZ-Bar Curl,Advanced,u,p,f,s
Biceps,Preacher Hammer Dumbbell Curl,Intermediate,u,p,f,s
Biceps,Preacher Single-Arm Dumbbell Curl,Intermediate,u,p,f,s
Biceps,Reverse Curl,Advanced,u,p,f,s
Biceps,Rope Cable Curl,Intermediate,u,p,c,s
Biceps,Seated Alternating Curl,Beginner,u,p,f,s
Biceps,Seated Alternating Hammer Curl,Beginner,u,p,f,s
Biceps,Seated Dumbbell Curl,Beginner,u,p,f,s
Biceps,Seated Hammer Curl,Beginner,u,p,f,s
Biceps,Single-Arm Barbell Curl,Beginner,u,p,f,s
Biceps,Single-Arm Cable Curl,Intermediate,u,p,f,s
Biceps,Single-Arm Dumbbell Curl w/ Incline Bench,Beginner,u,p,f,s
Biceps,Spider Curl,Advanced,u,p,f,s
Calves - Gastrocnemius,Barbell Calf Raise,Advanced,l,h,f,s
Calves - Gastrocnemius,Calf Press,Beginner,l,h,m,s
Calves - Gastrocnemius,Calf Raise - Seated,Beginner,l,h,f,s
Calves - Gastrocnemius,Calf Raise - Standing,Beginner,l,h,f,s
Calves - Gastrocnemius,Dumbbell Calf Raise,Beginner,l,h,f,s
Calves - Gastrocnemius,Single-Leg Calf Press,Advanced,l,h,m,s
Calves - Gastrocnemius,Single-Leg Dumbbell Calf Raise,Advanced,l,h,f,s
Calves - Gastrocnemius,Smith Machine Calf Raise,Intermediate,l,h,m,s
Calves - Soleus,Seated Calf Raise,Beginner,l,h,m,s
Calves - Soleus,Seated Single-Leg Calf Raise,Intermediate,l,h,m,s
Chest - Pectoralis,Alternating Dumbbell Bench Press,Intermediate,u,h,f,m
Chest - Pectoralis,Barbell Bench Press,Intermediate,u,h,f,m
Chest - Pectoralis,Chest Press,Beginner,u,h,m,m
Chest - Pectoralis,Decline Dumbbell Bench Press,Advanced,u,h,f,m
Chest - Pectoralis,Decline Smith Machine Bench Press,Advanced,u,h,m,m
Chest - Pectoralis,Dumbbell Bench Press,Beginner,u,h,f,m
Chest - Pectoralis,Dumbbell Push-Up,Beginner,u,h,f,m
Chest - Pectoralis,Elevated Push-Up,Advanced,u,h,f,m
Chest - Pectoralis,Flat Bench Press,Intermediate,u,h,f,m
Chest - Pectoralis,Incline Alternating Dumbbell Bench Press,Advanced,u,h,f,m
Chest - Pectoralis,Incline Barbell Bench Press,Advanced,u,h,f,m
Chest - Pectoralis,Incline Bench Press,Advanced,u,h,f,m
Chest - Pectoralis,Incline Dumbbell Bench Press,Advanced,u,h,f,m
Chest - Pectoralis,Incline Hammer Dumbbell Bench Press,Advanced,u,h,f,m
Chest - Pectoralis,Incline Single-Arm Dumbbell Bench Press,Advanced,u,h,f,m
Chest - Pectoralis,Incline Smith Machine Bench Press,Advanced,u,h,m,m
Chest - Pectoralis,Incline Twisting Dumbbell Bench Press,Advanced,u,h,f,m
Chest - Pectoralis,Kneeling Push-Up,Beginner,u,h,f,m
Chest - Pectoralis,Machine Bench Press,Beginner,u,h,m,m
Chest - Pectoralis,Machine Vertical Bench Press,Beginner,u,h,m,m
Chest - Pectoralis,Medicine Ball Crossover Push-Up,Advanced,u,h,f,m
Chest - Pectoralis,Push-Up,Beginner,u,h,f,m
Chest - Pectoralis,Single-Arm Dumbbell Bench Press,Intermediate,u,h,f,m
Chest - Pectoralis,Smith Machine Bench Press,Intermediate,u,h,m,m
Chest - Pectoralis,Twisting Dumbbell Bench Press,Beginner,u,h,f,m
Chest - Pectoralis,Wide-Grip Push-Up,Beginner,u,h,f,m
Chest - Pectoralis,Cable Crossover,Advanced,u,h,c,s
Chest - Pectoralis,Cable Fly,Advanced,u,h,c,s
Chest - Pectoralis,Decline Dumbbell Fly,Advanced,u,h,f,s
Chest - Pectoralis,Dumbbell Fly,Beginner,u,h,f,s
Chest - Pectoralis,High Cable Crossover,Advanced,u,h,c,s
Chest - Pectoralis,Incline Cable Fly,Advanced,u,h,c,s
Chest - Pectoralis,Incline Dumbbell Fly,Advanced,u,h,f,s
Chest - Pectoralis,Incline Twisting Dumbbell Fly,Advanced,u,h,f,s
Chest - Pectoralis,Low Cable Crossover,Intermediate,u,h,c,s
Chest - Pectoralis,Pec Deck,Beginner,u,h,m,s
Chest - Pectoralis,Pec Deck Fly,Beginner,u,h,m,s
Legs - Hamstrings,Bent-Knee Single-Leg Hip Lift,Advanced,l,p,f,m
Legs - Hamstrings,Elevated Hip Lift,Intermediate,l,p,f,m
Legs - Hamstrings,Elevated Single-Leg Hip Lift,Advanced,l,p,f,m
Legs - Hamstrings,Hip Lift,Beginner,l,p,f,m
Legs - Hamstrings,Single-Leg Hip Lift,Intermediate,l,p,f,m
Legs - Hamstrings,Deadlift,Advanced,l,p,f,m
Legs - Hamstrings,Leg Curl,Beginner,l,p,m,s
Legs - Hamstrings,Lying Alternating Leg Curl,Intermediate,l,p,m,s
Legs - Hamstrings,Lying Leg Curl,Beginner,l,p,m,s
Legs - Hamstrings,Lying Single-Leg Curl,Intermediate,l,p,m,s
Legs - Hamstrings,Seated Leg Curl,Beginner,l,p,m,s
Legs - Quadriceps,Barbell Diagonal Lunge,Advanced,l,h,f,m
Legs - Quadriceps,Barbell Hack Squat,Advanced,l,h,f,m
Legs - Quadriceps,Barbell Lunge,Intermediate,l,h,f,m
Legs - Quadriceps,Barbell Reverse Lunge,Intermediate,l,h,f,m
Legs - Quadriceps,Barbell Side Lunge,Intermediate,l,h,f,m
Legs - Quadriceps,Barbell Split Squat,Advanced,l,h,f,m
Legs - Quadriceps,Barbell Squat,Beginner,l,h,f,m
Legs - Quadriceps,Barbell Step-Up,Advanced,l,h,f,m
Legs - Quadriceps,Barbell Walking Lunge,Advanced,l,h,f,m
Legs - Quadriceps,Diagonal Lunge,Intermediate,l,h,f,m
Legs - Quadriceps,Dumbbell Diagonal Lunge,Advanced,l,h,f,m
Legs - Quadriceps,Dumbbell Lunge,Beginner,l,h,f,m
Legs - Quadriceps,Dumbbell Reverse Lunge,Intermediate,l,h,f,m
Legs - Quadriceps,Dumbbell Side Lunge,Intermediate,l,h,f,m
Legs - Quadriceps,Dumbbell Split Squat,Advanced,l,h,f,m
Legs - Quadriceps,Dumbbell Squat,Beginner,l,h,f,m
Legs - Quadriceps,Dumbbell Step-Up,Beginner,l,h,f,m
Legs - Quadriceps,Dumbbell Walking Lunge,Advanced,l,h,f,m
Legs - Quadriceps,Forward Lunge,Beginner,l,h,f,m
Legs - Quadriceps,Lateral Barbell Squat,Intermediate,l,h,f,m
Legs - Quadriceps,Lateral Barbell Step-Up,Advanced,l,h,f,m
Legs - Quadriceps,Lateral Squat,Beginner,l,h,f,m
Legs - Quadriceps,Lateral Step-Up,Beginner,l,h,f,m
Legs - Quadriceps,Leg Press,Beginner,l,h,m,m
Legs - Quadriceps,Lunge,Beginner,l,h,f,m
Legs - Quadriceps,Lying Machine Squat,Beginner,l,h,m,m
Legs - Quadriceps,Machine Hack Squat,Beginner,l,h,m,m
Legs - Quadriceps,Reverse Lunge,Beginner,l,h,f,m
Legs - Quadriceps,Single-Arm Barbell Side Squat,Advanced,l,h,f,m
Legs - Quadriceps,Single-Arm Dumbbell Side Squat,Intermediate,l,h,f,m
Legs - Quadriceps,Single-Leg Barbell Squat,Advanced,l,h,f,m
Legs - Quadriceps,Single-Leg Box Squat,Advanced,l,h,f,m
Legs - Quadriceps,Single-Leg Dumbbell Box Squat,Advanced,l,h,f,m
Legs - Quadriceps,Single-Leg Dumbbell Squat,Intermediate,l,h,f,m
Legs - Quadriceps,Single-Leg Squat,Intermediate,l,h,f,m
Legs - Quadriceps,Smith Machine Squat,Intermediate,l,h,m,m
Legs - Quadriceps,Split Squat,Advanced,l,h,f,m
Legs - Quadriceps,Step-Up,Beginner,l,h,f,m
Legs - Quadriceps,Walking Lunge,Intermediate,l,h,f,m
Legs - Quadriceps,Alternating Leg Extension,Intermediate,l,h,m,s
Legs - Quadriceps,Leg Extension,Beginner,l,h,m,s
Legs - Quadriceps,Single-Leg Extension,Intermediate,l,h,m,s
Lower Back - Erector Spinae,Alternating Superman,Beginner,c,p,f,m
Lower Back - Erector Spinae,Back Raise,Beginner,c,p,f,m
Lower Back - Erector Spinae,Quadruped Alternating Superman,Beginner,c,p,f,m
Lower Back - Erector Spinae,Superman,Beginner,c,p,f,m
Lower Back - Erector Spinae,Superman Hold,Beginner,c,p,f,m
Shoulders - Delts/Traps,Arnold Dumbbell Press,Intermediate,u,h,f,m
Shoulders - Delts/Traps,Barbell Shoulder Press,Advanced,u,h,f,m
Shoulders - Delts/Traps,Dumbbell Alternating Shoulder Press,Beginner,u,h,f,m
Shoulders - Delts/Traps,Dumbbell Front Raise,Beginner,u,h,f,m
Shoulders - Delts/Traps,Dumbbell Shoulder Press,Intermediate,u,h,f,m
Shoulders - Delts/Traps,Dumbbell Twisting Shoulder Press,Intermediate,u,h,f,m
Shoulders - Delts/Traps,Machine Shoulder Press,Beginner,u,h,m,m
Shoulders - Delts/Traps,Seated Dumbbell Rear Delt Elbow Raise,Intermediate,u,h,f,m
Shoulders - Delts/Traps,Single-Arm Dumbbell Shoulder Press,Beginner,u,h,f,m
Shoulders - Delts/Traps,Smith Machine Shoulder Press,Advanced,u,h,m,m
Shoulders - Delts/Traps,Barbell Front Raise,Intermediate,u,h,f,s
Shoulders - Delts/Traps,Bent-Over Cable Rear Delt Raise,Advanced,u,h,c,s
Shoulders - Delts/Traps,Bent-Over Dumbbell Rear Delt Raise,Intermediate,u,h,f,s
Shoulders - Delts/Traps,Cable Front Raise,Intermediate,u,h,c,s
Shoulders - Delts/Traps,Cable Lateral Raise,Intermediate,u,h,c,s
Shoulders - Delts/Traps,Dumbbell Lateral Raise,Beginner,u,h,f,s
Shoulders - Delts/Traps,Front Plate Raise,Beginner,u,h,f,s
Shoulders - Delts/Traps,Kneeling Single-Arm Cable Rear Delt Raise,Advanced,u,h,c,s
Shoulders - Delts/Traps,Lying Dumbbell External Rotation,Beginner,u,h,f,s
Shoulders - Delts/Traps,Lying Dumbbell Rear Delt Raise,Beginner,u,h,f,s
Shoulders - Delts/Traps,Lying Single-Arm Dumbbell Rear Delt Raise,Beginner,u,h,f,s
Shoulders - Delts/Traps,Pec Deck Real Delt Extensions,Intermediate,u,h,m,s
Shoulders - Delts/Traps,Reverse Incline Dumbbell Rear Delt Raise,Advanced,u,h,f,s
Shoulders - Delts/Traps,Seated Dumbbell Rear Delt Raise,Beginner,u,h,f,s
Shoulders - Delts/Traps,Single-Arm Cable Lateral Raise,Intermediate,u,h,c,s
Shoulders - Rotator Cuff,Cable External Rotation,Beginner,u,h,c,s
Triceps,Close-Grip Bench Press,Advanced,u,h,f,m
Triceps,Forward Lean Dips,Intermediate,u,h,f,m
Triceps,Assisted Dips,Beginner,u,h,f,m
Triceps,Bench Dips,Intermediate,u,h,f,m
Triceps,Diamond Push-Up,Intermediate,u,h,f,m
Triceps,Dips,Intermediate,u,h,f,m
Triceps,Machine Dips,Beginner,u,h,m,m
Triceps,Decline Dumbbell Triceps Extension,Advanced,u,h,f,s
Triceps,Decline EZ-Bar Tricep Extension,Advanced,u,h,f,s
Triceps,Decline Single Dumbbell Triceps Extension,Advanced,u,h,f,s
Triceps,Decline Single-Arm Dumbbell Triceps Extension,Advanced,u,h,f,s
Triceps,Dumbbell Kickback,Beginner,u,h,f,s
Triceps,Incline EZ-Bar Tricep Extension,Advanced,u,h,f,s
Triceps,Kneeling Cable Triceps Extension,Beginner,u,h,c,s
Triceps,Leaning Overhead Tricep Extension,Intermediate,u,h,f,s
Triceps,Low Cable Triceps Extension,Intermediate,u,h,c,s
Triceps,Lying Cable Triceps Extension,Intermediate,u,h,c,s
Triceps,Lying EZ-Bar Triceps Extension,Intermediate,u,h,f,s
Triceps,Lying Overhead EZ-Bar Tricep Extension,Intermediate,u,h,f,s
Triceps,Lying Reverse EZ-Bar Triceps Extension,Advanced,u,h,f,s
Triceps,Lying Single Dumbbell Triceps Extension,Beginner,u,h,f,s
Triceps,Lying Single-Arm Dumbbell Triceps Extension,Beginner,u,h,f,s
Triceps,Lying Tricep Extensions,Beginner,u,h,f,s
Triceps,Overhead Dumbbell Triceps Extension,Beginner,u,h,f,s
Triceps,Overhead EZ-Bar Triceps Extension,Advanced,u,h,f,s
Triceps,Overhead Rope Cable Tricep Extension,Intermediate,u,h,c,s
Triceps,Overhead Single Dumbbell Tricep Extension,Beginner,u,h,f,s
Triceps,Overhead Single-Arm Cable Tricep Extension,Intermediate,u,h,c,s
Triceps,Overhead Single-Arm Dumbbell Tricep Extension,Beginner,u,h,f,s
Triceps,Reverse Tricep Pushdown,Advanced,u,h,c,s
Triceps,Rope Triceps Pushdown,Intermediate,u,h,c,s
Triceps,Single-Arm Towel Triceps Pushdown,Beginner,u,h,c,s
Triceps,Single-Arm Triceps Pushdown,Intermediate,u,h,c,s
Triceps,Towel Triceps Pushdown,Beginner,u,h,c,s
Triceps,Tricep Extensions,Beginner,u,h,f,s
Triceps,Tricep Pushdown,Beginner,u,h,c,s
Triceps,Tricep Pushdown,Beginner,u,h,c,s
Triceps,V-Bar Tricep Pushdown,Beginner,u,h,c,s
