Back - Lat.Dorsi/Rhomboids,Bent-Over Barbell Row,Beginner,Upper,Pull,FW,M
Back - Lat.Dorsi/Rhomboids,Bent-Over Dumbbell Row,Beginner,Upper,Pull,FW,M
Back - Lat.Dorsi/Rhomboids,Bent-Over Hammer Dumbbell Row,Beginner,Upper,Pull,FW,M
Back - Lat.Dorsi/Rhomboids,Bent-Over Long Barbell Row,Intermediate,Upper,Pull,FW,M
Back - Lat.Dorsi/Rhomboids,Bent-Over Reverse-Grip Barbell Row,Advanced,Upper,Pull,FW,M
Back - Lat.Dorsi/Rhomboids,Bent-Over Single-Arm Long Barbell Row,Advanced,Upper,Pull,FW,M
Back - Lat.Dorsi/Rhomboids,Machine Row,Beginner,Upper,Pull,M,M
Back - Lat.Dorsi/Rhomboids,One Arm Dumbbell Row,Beginner,Upper,Pull,FW,M
Back - Lat.Dorsi/Rhomboids,Reverse Incline Dumbbell Row,Advanced,Upper,Pull,FW,M
Back - Lat.Dorsi/Rhomboids,Rope Cable Row,Intermediate,Upper,Pull,C,M
Back - Lat.Dorsi/Rhomboids,Seated Cable Row,Beginner,Upper,Pull,C,M
Back - Lat.Dorsi/Rhomboids,Seated Row,Beginner,Upper,Pull,C,M
Back - Lat.Dorsi/Rhomboids,Single-Arm Cable Row,Intermediate,Upper,Pull,C,M
Back - Lat.Dorsi/Rhomboids,Single-Arm Dumbbell Row,Beginner,Upper,Pull,FW,M
Back - Lat.Dorsi/Rhomboids,Single-Arm Lat Pulldown,Intermediate,Upper,Pull,C,M
Back - Lat.Dorsi/Rhomboids,Standing Cable Row,Beginner,Upper,Pull,C,M
Back - Lat.Dorsi/Rhomboids,Standing Single-Arm Cable Row,Intermediate,Upper,Pull,C,M
Biceps,Alternating Dumbbell Curl,Beginner,Upper,Pull,FW,S
Biceps,Alternating Hammer Curl,Beginner,Upper,Pull,FW,S
Biceps,Barbell Curl,Beginner,Upper,Pull,FW,S
Biceps,Bicep Curl,Beginner,Upper,Pull,FW,S
Biceps,Bottom/Top/Full Curls,Advanced,Upper,Pull,FW,S
Biceps,Cable Curl,Intermediate,Upper,Pull,C,S
Biceps,Concentration Dumbbell Curl,Intermediate,Upper,Pull,FW,S
Biceps,Cross Body Hammer Curl,Advanced,Upper,Pull,FW,S
Biceps,Dumbbell Curl,Beginner,Upper,Pull,FW,S
Biceps,EZ-Bar Curl,Intermediate,Upper,Pull,FW,S
Biceps,Hammer Curl,Beginner,Upper,Pull,FW,S
Biceps,Incline Alternating Dumbbell Curl,Advanced,Upper,Pull,FW,S
Biceps,Incline Alternating Hammer Curl,Advanced,Upper,Pull,FW,S
Biceps,Incline Dumbbell Curl,Advanced,Upper,Pull,FW,S
Biceps,Incline Hammer Curl,Advanced,Upper,Pull,FW,S
Biceps,Kneeling Cable Curl,Beginner,Upper,Pull,C,S
Biceps,Lying Cable Curl,Intermediate,Upper,Pull,C,S
Biceps,Lying Double Biceps Cable Curl,Intermediate,Upper,Pull,C,S
Biceps,Lying High Cable Curl,Advanced,Upper,Pull,C,S
Biceps,Machine Curl,Beginner,Upper,Pull,M,S
Biceps,Overhead Double Biceps Cable Curl,Advanced,Upper,Pull,C,S
Biceps,Overhead Rope Cable Curl,Advanced,Upper,Pull,C,S
Biceps,Preacher Barbell Curl,Advanced,Upper,Pull,FW,S
Biceps,Preacher Cable Curl,Advanced,Upper,Pull,C,S
Biceps,Preacher Dumbbell Curl,Intermediate,Upper,Pull,FW,S
Biceps,Preacher EZ-Bar Curl,Advanced,Upper,Pull,FW,S
Biceps,Preacher Hammer Dumbbell Curl,Intermediate,Upper,Pull,FW,S
Biceps,Preacher Single-Arm Dumbbell Curl,Intermediate,Upper,Pull,FW,S
Biceps,Reverse Curl,Advanced,Upper,Pull,FW,S
Biceps,Rope Cable Curl,Intermediate,Upper,Pull,C,S
Biceps,Seated Alternating Curl,Beginner,Upper,Pull,FW,S
Biceps,Seated Alternating Hammer Curl,Beginner,Upper,Pull,FW,S
Biceps,Seated Dumbbell Curl,Beginner,Upper,Pull,FW,S
Biceps,Seated Hammer Curl,Beginner,Upper,Pull,FW,S
Biceps,Single-Arm Barbell Curl,Beginner,Upper,Pull,FW,S
Biceps,Single-Arm Cable Curl,Intermediate,Upper,Pull,FW,S
Biceps,Single-Arm Dumbbell Curl w/ Incline Bench,Beginner,Upper,Pull,FW,S
Biceps,Spider Curl,Advanced,Upper,Pull,FW,S
Calves - Gastrocnemius,Barbell Calf Raise,Advanced,Lower,Push,FW,S
Calves - Gastrocnemius,Calf Press,Beginner,Lower,Push,M,S
Calves - Gastrocnemius,Calf Raise - Seated,Beginner,Lower,Push,FW,S
Calves - Gastrocnemius,Calf Raise - Standing,Beginner,Lower,Push,FW,S
Calves - Gastrocnemius,Dumbbell Calf Raise,Beginner,Lower,Push,FW,S
Calves - Gastrocnemius,Single-Leg Calf Press,Advanced,Lower,Push,M,S
Calves - Gastrocnemius,Single-Leg Dumbbell Calf Raise,Advanced,Lower,Push,FW,S
Calves - Gastrocnemius,Smith Machine Calf Raise,Intermediate,Lower,Push,M,S
Calves - Soleus,Seated Calf Raise,Beginner,Lower,Push,M,S
Calves - Soleus,Seated Single-Leg Calf Raise,Intermediate,Lower,Push,M,S
Chest - Pectoralis,Alternating Dumbbell Bench Press,Intermediate,Upper,Push,FW,M
Chest - Pectoralis,Barbell Bench Press,Intermediate,Upper,Push,FW,M
Chest - Pectoralis,Chest Press,Beginner,Upper,Push,M,M
Chest - Pectoralis,Decline Dumbbell Bench Press,Advanced,Upper,Push,FW,M
Chest - Pectoralis,Decline Smith Machine Bench Press,Advanced,Upper,Push,M,M
Chest - Pectoralis,Dumbbell Bench Press,Beginner,Upper,Push,FW,M
Chest - Pectoralis,Dumbbell Push-Up,Beginner,Upper,Push,FW,M
Chest - Pectoralis,Elevated Push-Up,Advanced,Upper,Push,FW,M
Chest - Pectoralis,Flat Bench Press,Intermediate,Upper,Push,FW,M
Chest - Pectoralis,Incline Alternating Dumbbell Bench Press,Advanced,Upper,Push,FW,M
Chest - Pectoralis,Incline Barbell Bench Press,Advanced,Upper,Push,FW,M
Chest - Pectoralis,Incline Bench Press,Advanced,Upper,Push,FW,M
Chest - Pectoralis,Incline Dumbbell Bench Press,Advanced,Upper,Push,FW,M
Chest - Pectoralis,Incline Hammer Dumbbell Bench Press,Advanced,Upper,Push,FW,M
Chest - Pectoralis,Incline Single-Arm Dumbbell Bench Press,Advanced,Upper,Push,FW,M
Chest - Pectoralis,Incline Smith Machine Bench Press,Advanced,Upper,Push,M,M
Chest - Pectoralis,Incline Twisting Dumbbell Bench Press,Advanced,Upper,Push,FW,M
Chest - Pectoralis,Kneeling Push-Up,Beginner,Upper,Push,FW,M
Chest - Pectoralis,Machine Bench Press,Beginner,Upper,Push,M,M
Chest - Pectoralis,Machine Vertical Bench Press,Beginner,Upper,Push,M,M
Chest - Pectoralis,Medicine Ball Crossover Push-Up,Advanced,Upper,Push,FW,M
Chest - Pectoralis,Push-Up,Beginner,Upper,Push,FW,M
Chest - Pectoralis,Single-Arm Dumbbell Bench Press,Intermediate,Upper,Push,FW,M
Chest - Pectoralis,Smith Machine Bench Press,Intermediate,Upper,Push,M,M
Chest - Pectoralis,Twisting Dumbbell Bench Press,Beginner,Upper,Push,FW,M
Chest - Pectoralis,Wide-Grip Push-Up,Beginner,Upper,Push,FW,M
Chest - Pectoralis,Cable Crossover,Advanced,Upper,Push,C,S
Chest - Pectoralis,Cable Fly,Advanced,Upper,Push,C,S
Chest - Pectoralis,Decline Dumbbell Fly,Advanced,Upper,Push,FW,S
Chest - Pectoralis,Dumbbell Fly,Beginner,Upper,Push,FW,S
Chest - Pectoralis,High Cable Crossover,Advanced,Upper,Push,C,S
Chest - Pectoralis,Incline Cable Fly,Advanced,Upper,Push,C,S
Chest - Pectoralis,Incline Dumbbell Fly,Advanced,Upper,Push,FW,S
Chest - Pectoralis,Incline Twisting Dumbbell Fly,Advanced,Upper,Push,FW,S
Chest - Pectoralis,Low Cable Crossover,Intermediate,Upper,Push,C,S
Chest - Pectoralis,Pec Deck,Beginner,Upper,Push,M,S
Chest - Pectoralis,Pec Deck Fly,Beginner,Upper,Push,M,S
Legs - Hamstrings,Bent-Knee Single-Leg Hip Lift,Advanced,Lower,Pull,FW,M
Legs - Hamstrings,Elevated Hip Lift,Intermediate,Lower,Pull,FW,M
Legs - Hamstrings,Elevated Single-Leg Hip Lift,Advanced,Lower,Pull,FW,M
Legs - Hamstrings,Hip Lift,Beginner,Lower,Pull,FW,M
Legs - Hamstrings,Single-Leg Hip Lift,Intermediate,Lower,Pull,FW,M
Legs - Hamstrings,Deadlift,Advanced,Lower,Pull,FW,S
Legs - Hamstrings,Leg Curl,Beginner,Lower,Pull,M,S
Legs - Hamstrings,Lying Alternating Leg Curl,Intermediate,Lower,Pull,M,S
Legs - Hamstrings,Lying Leg Curl,Beginner,Lower,Pull,M,S
Legs - Hamstrings,Lying Single-Leg Curl,Intermediate,Lower,Pull,M,S
Legs - Hamstrings,Seated Leg Curl,Beginner,Lower,Pull,M,S
Legs - Quadriceps,Barbell Diagonal Lunge,Advanced,Lower,Push,FW,M
Legs - Quadriceps,Barbell Hack Squat,Advanced,Lower,Push,FW,M
Legs - Quadriceps,Barbell Lunge,Intermediate,Lower,Push,FW,M
Legs - Quadriceps,Barbell Reverse Lunge,Intermediate,Lower,Push,FW,M
Legs - Quadriceps,Barbell Side Lunge,Intermediate,Lower,Push,FW,M
Legs - Quadriceps,Barbell Split Squat,Advanced,Lower,Push,FW,M
Legs - Quadriceps,Barbell Squat,Beginner,Lower,Push,FW,M
Legs - Quadriceps,Barbell Step-Up,Advanced,Lower,Push,FW,M
Legs - Quadriceps,Barbell Walking Lunge,Advanced,Lower,Push,FW,M
Legs - Quadriceps,Diagonal Lunge,Intermediate,Lower,Push,FW,M
Legs - Quadriceps,Dumbbell Diagonal Lunge,Advanced,Lower,Push,FW,M
Legs - Quadriceps,Dumbbell Lunge,Beginner,Lower,Push,FW,M
Legs - Quadriceps,Dumbbell Reverse Lunge,Intermediate,Lower,Push,FW,M
Legs - Quadriceps,Dumbbell Side Lunge,Intermediate,Lower,Push,FW,M
Legs - Quadriceps,Dumbbell Split Squat,Advanced,Lower,Push,FW,M
Legs - Quadriceps,Dumbbell Squat,Beginner,Lower,Push,FW,M
Legs - Quadriceps,Dumbbell Step-Up,Beginner,Lower,Push,FW,M
Legs - Quadriceps,Dumbbell Walking Lunge,Advanced,Lower,Push,FW,M
Legs - Quadriceps,Forward Lunge,Beginner,Lower,Push,FW,M
Legs - Quadriceps,Lateral Barbell Squat,Intermediate,Lower,Push,FW,M
Legs - Quadriceps,Lateral Barbell Step-Up,Advanced,Lower,Push,FW,M
Legs - Quadriceps,Lateral Squat,Beginner,Lower,Push,FW,M
Legs - Quadriceps,Lateral Step-Up,Beginner,Lower,Push,FW,M
Legs - Quadriceps,Leg Press,Beginner,Lower,Push,M,M
Legs - Quadriceps,Lunge,Beginner,Lower,Push,FW,M
Legs - Quadriceps,Lying Machine Squat,Beginner,Lower,Push,M,M
Legs - Quadriceps,Machine Hack Squat,Beginner,Lower,Push,M,M
Legs - Quadriceps,Reverse Lunge,Beginner,Lower,Push,FW,M
Legs - Quadriceps,Single-Arm Barbell Side Squat,Advanced,Lower,Push,FW,M
Legs - Quadriceps,Single-Arm Dumbbell Side Squat,Intermediate,Lower,Push,FW,M
Legs - Quadriceps,Single-Leg Barbell Squat,Advanced,Lower,Push,FW,M
Legs - Quadriceps,Single-Leg Box Squat,Advanced,Lower,Push,FW,M
Legs - Quadriceps,Single-Leg Dumbbell Box Squat,Advanced,Lower,Push,FW,M
Legs - Quadriceps,Single-Leg Dumbbell Squat,Intermediate,Lower,Push,FW,M
Legs - Quadriceps,Single-Leg Squat,Intermediate,Lower,Push,FW,M
Legs - Quadriceps,Smith Machine Squat,Intermediate,Lower,Push,M,M
Legs - Quadriceps,Split Squat,Advanced,Lower,Push,FW,M
Legs - Quadriceps,Step-Up,Beginner,Lower,Push,FW,M
Legs - Quadriceps,Walking Lunge,Intermediate,Lower,Push,FW,M
Legs - Quadriceps,Alternating Leg Extension,Intermediate,Lower,Push,M,S
Legs - Quadriceps,Leg Extension,Beginner,Lower,Push,M,S
Legs - Quadriceps,Single-Leg Extension,Intermediate,Lower,Push,M,S
Lower Back - Erector Spinae,Alternating Superman,Beginner,Core,Pull,FW,M
Lower Back - Erector Spinae,Back Raise,Beginner,Core,Pull,FW,M
Lower Back - Erector Spinae,Quadruped Alternating Superman,Beginner,Core,Pull,FW,M
Lower Back - Erector Spinae,Superman,Beginner,Core,Pull,FW,M
Lower Back - Erector Spinae,Superman Hold,Beginner,Core,Pull,FW,M
Shoulders - Delts/Traps,Arnold Dumbbell Press,Intermediate,Upper,Push,FW,M
Shoulders - Delts/Traps,Barbell Shoulder Press,Advanced,Upper,Push,FW,M
Shoulders - Delts/Traps,Dumbbell Alternating Shoulder Press,Beginner,Upper,Push,FW,M
Shoulders - Delts/Traps,Dumbbell Front Raise,Beginner,Upper,Push,FW,M
Shoulders - Delts/Traps,Dumbbell Shoulder Press,Intermediate,Upper,Push,FW,M
Shoulders - Delts/Traps,Dumbbell Twisting Shoulder Press,Intermediate,Upper,Push,FW,M
Shoulders - Delts/Traps,Machine Shoulder Press,Beginner,Upper,Push,M,M
Shoulders - Delts/Traps,Seated Dumbbell Rear Delt Elbow Raise,Intermediate,Upper,Push,FW,M
Shoulders - Delts/Traps,Single-Arm Dumbbell Shoulder Press,Beginner,Upper,Push,FW,M
Shoulders - Delts/Traps,Smith Machine Shoulder Press,Advanced,Upper,Push,M,M
Shoulders - Delts/Traps,Barbell Front Raise,Intermediate,Upper,Push,FW,S
Shoulders - Delts/Traps,Bent-Over Cable Rear Delt Raise,Advanced,Upper,Push,C,S
Shoulders - Delts/Traps,Bent-Over Dumbbell Rear Delt Raise,Intermediate,Upper,Push,FW,S
Shoulders - Delts/Traps,Cable Front Raise,Intermediate,Upper,Push,C,S
Shoulders - Delts/Traps,Cable Lateral Raise,Intermediate,Upper,Push,C,S
Shoulders - Delts/Traps,Dumbbell Lateral Raise,Beginner,Upper,Push,FW,S
Shoulders - Delts/Traps,Front Plate Raise,Beginner,Upper,Push,FW,S
Shoulders - Delts/Traps,Kneeling Single-Arm Cable Rear Delt Raise,Advanced,Upper,Push,C,S
Shoulders - Delts/Traps,Lying Dumbbell External Rotation,Beginner,Upper,Push,FW,S
Shoulders - Delts/Traps,Lying Dumbbell Rear Delt Raise,Beginner,Upper,Push,FW,S
Shoulders - Delts/Traps,Lying Single-Arm Dumbbell Rear Delt Raise,Beginner,Upper,Push,FW,S
Shoulders - Delts/Traps,Pec Deck Real Delt Extensions,Intermediate,Upper,Push,M,S
Shoulders - Delts/Traps,Reverse Incline Dumbbell Rear Delt Raise,Advanced,Upper,Push,FW,S
Shoulders - Delts/Traps,Seated Dumbbell Rear Delt Raise,Beginner,Upper,Push,FW,S
Shoulders - Delts/Traps,Single-Arm Cable Lateral Raise,Intermediate,Upper,Push,C,S
Shoulders - Rotator Cuff,Cable External Rotation,Beginner,Upper,Push,C,S
Triceps,Close-Grip Bench Press,Advanced,Upper,Push,FW,M
Triceps,Forward Lean Dips,Intermediate,Upper,Push,FW,M
Triceps,Assisted Dips,Beginner,Upper,Push,FW,M
Triceps,Bench Dips,Intermediate,Upper,Push,FW,M
Triceps,Diamond Push-Up,Intermediate,Upper,Push,FW,M
Triceps,Dips,Intermediate,Upper,Push,FW,M
Triceps,Machine Dips,Beginner,Upper,Push,M,M
Triceps,Decline Dumbbell Triceps Extension,Advanced,Upper,Push,FW,S
Triceps,Decline EZ-Bar Tricep Extension,Advanced,Upper,Push,FW,S
Triceps,Decline Single Dumbbell Triceps Extension,Advanced,Upper,Push,FW,S
Triceps,Decline Single-Arm Dumbbell Triceps Extension,Advanced,Upper,Push,FW,S
Triceps,Dumbbell Kickback,Beginner,Upper,Push,FW,S
Triceps,Incline EZ-Bar Tricep Extension,Advanced,Upper,Push,FW,S
Triceps,Kneeling Cable Triceps Extension,Beginner,Upper,Push,C,S
Triceps,Leaning Overhead Tricep Extension,Intermediate,Upper,Push,FW,S
Triceps,Low Cable Triceps Extension,Intermediate,Upper,Push,C,S
Triceps,Lying Cable Triceps Extension,Intermediate,Upper,Push,C,S
Triceps,Lying EZ-Bar Triceps Extension,Intermediate,Upper,Push,FW,S
Triceps,Lying Overhead EZ-Bar Tricep Extension,Intermediate,Upper,Push,FW,S
Triceps,Lying Reverse EZ-Bar Triceps Extension,Advanced,Upper,Push,FW,S
Triceps,Lying Single Dumbbell Triceps Extension,Beginner,Upper,Push,FW,S
Triceps,Lying Single-Arm Dumbbell Triceps Extension,Beginner,Upper,Push,FW,S
Triceps,Lying Tricep Extensions,Beginner,Upper,Push,FW,S
Triceps,Overhead Dumbbell Triceps Extension,Beginner,Upper,Push,FW,S
Triceps,Overhead EZ-Bar Triceps Extension,Advanced,Upper,Push,FW,S
Triceps,Overhead Rope Cable Tricep Extension,Intermediate,Upper,Push,C,S
Triceps,Overhead Single Dumbbell Tricep Extension,Beginner,Upper,Push,FW,S
Triceps,Overhead Single-Arm Cable Tricep Extension,Intermediate,Upper,Push,C,S
Triceps,Overhead Single-Arm Dumbbell Tricep Extension,Beginner,Upper,Push,FW,S
Triceps,Reverse Tricep Pushdown,Advanced,Upper,Push,C,S
Triceps,Rope Triceps Pushdown,Intermediate,Upper,Push,C,S
Triceps,Single-Arm Towel Triceps Pushdown,Beginner,Upper,Push,C,S
Triceps,Single-Arm Triceps Pushdown,Intermediate,Upper,Push,C,S
Triceps,Towel Triceps Pushdown,Beginner,Upper,Push,C,S
Triceps,Tricep Extensions,Beginner,Upper,Push,FW,S
Triceps,Tricep Pushdown,Beginner,Upper,Push,C,S
Triceps,Tricep Pushdown,Beginner,Upper,Push,C,S
Triceps,V-Bar Tricep Pushdown,Beginner,Upper,Push,C,S
